Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SCAND1		3	3	2099	0.1%	No
RASL12		4	4	3372	0.1%	No
TLR7		47	47	4176	1.1%	No
COA4		5	5	3588	0.1%	No
CEND1		4	4	3102	0.1%	No
RXFP3		13	13	3558	0.4%	No
SCGB2A1		7	7	2965	0.2%	No
PRKAR2B		10	10	3372	0.3%	No
PRKCA		19	19	3483	0.5%	No
MGAT2		2	2	402	0.5%	No
MGAT3		15	12	3795	0.3%	No
PRKCB		30	29	3851	0.8%	No
MGAT5		18	18	3795	0.5%	No
TMEM116		1	1	186	0.5%	No
PRKDC		96	84	3896	2.2%	Yes
CIITA		26	26	3928	0.7%	Yes
PRKG1		36	35	5892	0.6%	No
PRKG2		36	35	3718	0.9%	No
DMAC1		2	2	1252	0.2%	No
MAPK1		30	28	7410	0.4%	Yes
MAPK3		19	18	6355	0.3%	Yes
MAPK4		29	29	3934	0.7%	No
MAPK6		18	18	3472	0.5%	No
CD99		22	22	3725	0.6%	No
MAPK7		14	11	3504	0.3%	No
ZNF697		7	7	3141	0.2%	No
ERGIC2		3	3	2120	0.1%	No
GMPR2		5	5	3051	0.2%	No
PRKCZ		29	29	6335	0.5%	No
GMIP		16	15	3930	0.4%	No
PCDH12		33	33	4088	0.8%	No
CD320		2	2	319	0.6%	No
SLC15A3		7	7	3318	0.2%	No
ECSIT		4	4	1282	0.3%	No
THEG		12	12	3456	0.3%	No
BPIFA1		6	5	2345	0.2%	No
NRN1		3	3	2264	0.1%	No
IFTAP		6	6	3288	0.2%	No
PRKCQ		65	63	6499	1.0%	No
PRKCSH		13	13	4076	0.3%	No
ZNF628		10	10	3081	0.3%	No
IL33		16	15	3688	0.4%	No
MGST2		1	1	1066	<0.1%	No
SLAMF9		11	11	3558	0.3%	No
MGST3		3	3	1406	0.2%	No
FATE1		17	17	3795	0.4%	No
LHX4		13	12	3609	0.3%	No
TPD52L3		3	3	246	1.2%	No
MICB		7	7	2968	0.2%	No
MAPK8		11	11	3588	0.3%	No
TVP23C-CDRT4		1	1	1066	<0.1%	No
MIF		1	1	237	0.4%	No
CXCL9		2	2	1282	0.2%	No
MIP		5	5	3267	0.2%	No
MIPEP		15	15	3305	0.5%	No
MITF		31	31	6601	0.5%	Yes
ATXN3		15	15	3267	0.5%	No
MKI67		75	65	4291	1.5%	Yes
MKLN1		12	10	3418	0.3%	No
MID1		29	29	3925	0.7%	No
MAP3K9		28	27	3834	0.7%	No
MAP3K10		55	55	6221	0.9%	No
MLN		1	1	1066	<0.1%	No
MAP3K11		23	20	3825	0.5%	No
KMT2A		178	162	7856	2.1%	Yes
ADAD1		21	20	3825	0.5%	No
MLLT1		7	7	2981	0.2%	Yes
AFF1		40	38	3807	1.0%	Yes
USP41		5	5	2865	0.2%	No
MLF1		7	7	2865	0.2%	Yes
MLH1		51	47	7227	0.7%	Yes
FXYD7		1	1	237	0.4%	No
RIPPLY3		8	8	3372	0.2%	No
FXYD6		1	1	186	0.5%	No
FXYD5		12	12	3372	0.4%	No
FXYD4		1	1	100	1.0%	No
P2RY13		20	20	3712	0.5%	No
GMEB2		9	9	3181	0.3%	No
ZFP42		4	4	1789	0.2%	No
PITPNC1		16	16	3709	0.4%	No
SPAG8		11	10	3318	0.3%	No
CCDC127		4	4	2865	0.1%	No
IL20RB		3	3	276	1.1%	No
FGFRL1		11	11	2450	0.4%	No
GPR84		26	24	3669	0.7%	No
IL20RA		6	6	3318	0.2%	No
C11ORF24		12	10	2865	0.3%	No
GPR87		11	11	3189	0.3%	No
C12ORF60		3	3	1347	0.2%	No
NUP43		14	14	3033	0.5%	No
IGLC7		6	6	2865	0.2%	No
IGLJ3		2	2	1799	0.1%	No
IGLJ2		1	1	982	0.1%	No
TRIM34		12	12	2048	0.6%	No
CDHR5		13	10	3928	0.3%	No
TMCO5A		6	4	3081	0.1%	No
CLDN22		7	7	3102	0.2%	No
SPATA8		4	4	2865	0.1%	No
DND1		6	6	2318	0.3%	No
H1-9P		3	3	116	2.6%	No
CAMSAP1		49	37	3825	1.0%	No
HCN1		34	34	4236	0.8%	No
BIVM-ERCC5		17	17	2099	0.8%	No
LINC02907		2	2	1303	0.2%	No
CPEB1		27	25	3753	0.7%	No
NRG4		2	2	2048	<0.1%	No
IGLV2-8		3	3	2048	0.1%	No
IGLV2-33		3	3	2865	0.1%	No
IGLV2-14		2	2	2048	<0.1%	No
IGLV2-23		3	2	1066	0.2%	No
TEKT3		11	11	3481	0.3%	No
ZDHHC2		9	9	3941	0.2%	No
OR51A7		14	14	2606	0.5%	No
CPA4		10	10	4114	0.2%	No
NUSAP1		12	12	3588	0.3%	No
DDX47		9	9	3521	0.3%	No
ACP6		11	11	3609	0.3%	No
TACO1		6	6	3305	0.2%	No
DUSP13		3	3	2048	0.1%	No
GP6		10	10	3688	0.3%	No
OR51L1		1	1	60	1.7%	No
RAB9B		16	14	3372	0.4%	No
CLDN18		6	6	2285	0.3%	No
IGLV1-47		3	3	2865	0.1%	No
IGLV1-51		2	2	2048	<0.1%	No
IGLV1-50		4	4	1985	0.2%	No
IGLV1-40		4	4	2865	0.1%	No
OR52E2		4	4	2367	0.2%	No
OR52J3		12	12	2792	0.4%	No
PPP1R3F		17	17	3825	0.4%	No
LUZP4		19	19	3885	0.5%	No
TAFA1		2	2	1282	0.2%	No
GLRX5		9	9	353	2.5%	No
NKAIN3		4	4	2865	0.1%	No
PPP1R42		8	8	2930	0.3%	No
KHDC1L		2	2	1131	0.2%	No
ZNF474		5	5	2965	0.2%	No
TCTE1		19	19	3925	0.5%	No
ARHGAP11B		1	1	1066	<0.1%	No
ZNF219		7	7	1519	0.5%	No
ABI3		5	5	3609	0.1%	No
ELOA2		21	21	3726	0.6%	No
CHRFAM7A		8	8	2865	0.3%	No
PIGP		3	3	1136	0.3%	No
COPZ2		1	1	216	0.5%	No
GLTP		1	1	103	1.0%	No
IGLV3-1		1	1	1066	<0.1%	No
CD300LD		5	5	3081	0.2%	No
IGLV3-12		2	2	1252	0.2%	No
PHF20		25	21	3688	0.6%	No
PIP4P1		3	2	1219	0.2%	No
CRIM1		26	26	3094	0.8%	No
VRK3		17	17	3570	0.5%	No
EMC4		5	5	2968	0.2%	No
DRICH1		10	10	3609	0.3%	No
KCNK17		3	3	1435	0.2%	No
NIPAL4		13	13	3588	0.4%	No
MZB1		5	3	2048	0.1%	No
ANKRD39		3	3	2865	0.1%	No
ANGEL2		13	13	3825	0.3%	No
SLC6A18		15	14	3825	0.4%	No
SGSM1		46	42	3609	1.2%	No
ZPLD1		26	26	3588	0.7%	No
SNRNP48		9	9	3372	0.3%	No
PLA2G2D		7	7	3588	0.2%	No
ANO5		35	35	3860	0.9%	No
SPIN3		2	2	1066	0.2%	No
FBXO4		10	10	3609	0.3%	No
FBXO5		6	6	3394	0.2%	No
ANKRD24		20	20	3825	0.5%	No
ZNF721		21	19	3372	0.6%	No
FBXO3		14	14	3658	0.4%	No
VPS33B		15	15	3774	0.4%	No
KLLN		3	3	2865	0.1%	No
HIBCH		17	17	3985	0.4%	No
SACS		115	91	4088	2.2%	No
TINF2		6	6	3141	0.2%	No
FAM86EP		1	1	1066	<0.1%	No
FBXO6		6	6	3472	0.2%	No
LYZL4		8	8	3588	0.2%	No
DOCK8-AS1		8	8	3081	0.3%	No
KLHL40		9	9	3709	0.2%	No
ZNF431		25	23	3609	0.6%	No
ZNF525		6	6	2865	0.2%	No
CLDN17		9	9	3372	0.3%	No
ERAL1		2	2	1303	0.2%	No
ANKRD2		12	12	3795	0.3%	No
TENT5D		12	12	3081	0.4%	No
ARFGAP3		14	12	3756	0.3%	No
PPP1R18		3	3	1406	0.2%	No
AK5		21	21	3488	0.6%	No
FGF20		4	4	1997	0.2%	No
IL1RAPL2		13	13	3003	0.4%	No
ZNF280A		4	4	2048	0.2%	No
BLOC1S6		7	7	2865	0.2%	No
NKX2-8		6	6	2252	0.3%	No
FBXW8		17	17	3628	0.5%	No
KCNG2		12	12	3858	0.3%	No
OPTC		10	9	3353	0.3%	No
BMPER		23	23	3667	0.6%	No
CLEC4E		10	9	3372	0.3%	No
CABYR		19	19	3704	0.5%	No
FBXL14		8	8	2865	0.3%	No
FBXO8		2	2	1166	0.2%	No
FBXO9		2	2	2048	<0.1%	No
KHDRBS2		10	10	3432	0.3%	No
CACUL1		7	7	3609	0.2%	No
FBXO24		14	14	3709	0.4%	No
FBXO25		11	11	3588	0.3%	No
FBXO22		7	7	3609	0.2%	No
OR51F2		15	13	3895	0.3%	No
TSPAN17		8	8	3588	0.2%	No
OR52R1		10	7	3372	0.2%	No
SLC16A13		9	8	3588	0.2%	No
FBXO10		9	9	3588	0.3%	No
SLC13A4		12	12	3372	0.4%	No
C10ORF82		3	3	2264	0.1%	No
MS4A13		2	2	216	0.9%	No
OR51S1		4	4	2015	0.2%	No
FAM168B		6	6	2865	0.2%	No
EMID1		8	8	3588	0.2%	No
FBXL4		15	15	3795	0.4%	No
LINC01558		3	3	2865	0.1%	No
LCE2B		10	10	3588	0.3%	No
IGKV1D-43		6	6	2865	0.2%	No
IGKV1D-42		5	5	2865	0.2%	No
TIAM2		49	48	4190	1.1%	No
SPEM2		16	16	3488	0.5%	No
FBXO2		5	5	3372	0.1%	No
LRRC29		6	6	3795	0.2%	No
IGKV1D-33		3	3	2865	0.1%	No
FBXL5		16	16	3588	0.4%	No
FBXL6		19	19	4011	0.5%	No
LIN54		20	20	3588	0.6%	No
OR2L2		26	23	3688	0.6%	No
KLHL3		10	10	3146	0.3%	No
OR2K2		9	8	2965	0.3%	No
LRRC45		12	12	3825	0.3%	No
OR2M4		4	4	1549	0.3%	No
TMEM9		5	5	3372	0.1%	No
SPATA18		14	14	3890	0.4%	No
ACMSD		2	2	216	0.9%	No
IGKV2D-40		2	2	1799	0.1%	No
IGKV3D-15		6	6	2865	0.2%	No
IGKV3D-11		1	1	1066	<0.1%	No
OR1J4		5	5	3588	0.1%	No
IGKV6D-21		3	3	2048	0.1%	No
SLC39A11		1	1	1066	<0.1%	No
IGKV3D-20		15	15	3372	0.4%	No
OR2B6		8	8	2968	0.3%	No
OR2F1		17	13	3475	0.4%	No
ICA1L		16	16	3653	0.4%	No
ARL5A		4	4	2655	0.2%	No
FBXL3		12	11	3791	0.3%	No
PHGDH		2	2	1047	0.2%	No
B3GAT3		7	7	3475	0.2%	No
STAP1		14	14	3588	0.4%	No
IGKV2D-30		6	6	2865	0.2%	No
IGKV2D-26		7	5	1915	0.3%	No
PPDPFL		1	1	216	0.5%	No
SERPINA7		13	13	3825	0.3%	No
FAM153B		17	17	2877	0.6%	No
TBCE		16	16	3825	0.4%	No
TBP		16	15	3588	0.4%	No
TBL1X		24	24	3774	0.6%	No
TBX2		14	14	3218	0.4%	No
CNTN2		33	33	3998	0.8%	No
TBCA		2	2	1303	0.2%	No
TAZ		6	6	3318	0.2%	No
TBCD		39	38	3877	1.0%	No
TBCC		16	16	3588	0.4%	No
MMS22L		24	23	4011	0.6%	No
TCEA1		13	13	3475	0.4%	Yes
TBXAS1		11	11	3125	0.4%	No
TCEA2		5	5	2865	0.2%	No
TBX6		5	5	2576	0.2%	No
TBX5		24	20	3825	0.5%	No
TBX15		18	17	3825	0.4%	No
TBXA2R		5	5	1489	0.3%	No
WASHC2C		24	22	3609	0.6%	No
HNF1B		12	12	3472	0.3%	No
HNF1A		55	53	7362	0.7%	Yes
TCF3		22	20	5728	0.3%	Yes
RANBP3L		8	8	3774	0.2%	No
TCEA3		16	13	3825	0.3%	No
ELOC		10	10	4725	0.2%	Yes
ELOA		25	24	3609	0.7%	No
ELOB		2	2	1282	0.2%	No
TBX3		498	450	10343	4.4%	Yes
TCF4		35	35	3674	1.0%	No
ZNF354A		8	8	3388	0.2%	No
ERVMER34-1		17	17	3825	0.4%	No
MAP2K5		14	14	4111	0.3%	No
TCF15		1	1	237	0.4%	No
TCF12		32	32	3872	0.8%	Yes
MAP2K6		6	6	3081	0.2%	No
MAP2K7		11	11	3928	0.3%	No
MAPK9		4	4	2285	0.2%	No
MAPK10		18	18	3432	0.5%	No
TCF7		13	13	3795	0.3%	No
ZEB1		31	31	4106	0.8%	No
MAPK13		7	7	3184	0.2%	No
MAP2K1		37	37	7157	0.5%	Yes
TCF7L2		37	37	6469	0.6%	Yes
MAP2K2		21	21	6655	0.3%	Yes
MAP2K3		12	12	3588	0.3%	No
GCFC2		9	9	3504	0.3%	No
TCP1		7	7	3378	0.2%	No
PRM2		2	2	256	0.8%	No
CCDC138		19	19	3712	0.5%	No
PRLR		15	15	3669	0.4%	No
TCOF1		24	24	3977	0.6%	No
PRM1		3	3	1986	0.2%	No
EIF2AK2		19	16	3483	0.5%	No
TCF20		44	44	3825	1.2%	No
DNAJC3		20	20	3709	0.5%	No
TCF19		7	7	3372	0.2%	No
THAP12		34	34	3920	0.9%	No
VPS72		7	7	2792	0.3%	No
PRKX		18	18	3609	0.5%	No
TCF21		7	7	3825	0.2%	No
AGO4		25	25	4093	0.6%	No
MLX		4	4	2099	0.2%	No
TCN2		7	7	3372	0.2%	No
TCN1		19	19	3704	0.5%	No
PRL		2	2	423	0.5%	No
TRBV20OR9-2		5	5	1985	0.3%	No
PRPH		2	2	340	0.6%	No
MLLT3		9	9	3588	0.3%	Yes
PRPS1		4	4	1322	0.3%	No
BBS12		10	10	3504	0.3%	No
SPATA5		8	8	2450	0.3%	No
PROX1		36	33	3709	0.9%	No
TCP10L3		23	20	3202	0.6%	No
PROC		12	12	3610	0.3%	No
TCP11		17	16	3372	0.5%	No
PRODH		9	8	3318	0.2%	No
PROP1		7	7	3588	0.2%	No
TRAV6		3	3	1066	0.3%	No
PROS1		28	28	4230	0.7%	No
SCAMP5		7	7	2355	0.3%	No
WDR27		8	8	3081	0.3%	No
TRGJP		2	2	1883	0.1%	No
LGMN		10	10	3081	0.3%	No
TRGV1		2	2	1799	0.1%	No
MME		15	15	3504	0.4%	No
TRGJP2		1	1	1066	<0.1%	No
ADGRF3		15	15	4071	0.4%	No
AFDN		148	142	6748	2.1%	Yes
MLLT6		14	13	3443	0.4%	Yes
EBF3		10	10	2306	0.4%	No
FOXO4		21	21	3691	0.6%	Yes
PRPS2		10	10	5881	0.2%	No
TRGC1		5	5	1883	0.3%	No
PRPSAP1		6	6	2981	0.2%	No
PRPSAP2		11	11	3588	0.3%	No
NR3C2		27	27	3925	0.7%	No
TRGC2		1	1	1066	<0.1%	No
PRRG1		10	7	3051	0.2%	No
TRPM1		35	29	3669	0.8%	No
PRRG2		3	3	2865	0.1%	No
KLK7		16	16	3488	0.5%	No
MMP11		11	11	3609	0.3%	No
TMPRSS15		38	35	4028	0.9%	No
PRSS8		10	10	3977	0.3%	Yes
MMP12		1	1	100	1.0%	No
MMP13		16	16	3756	0.4%	No
KLK6		5	5	3558	0.1%	No
KRT24		10	10	2930	0.3%	No
AGO3		23	23	3874	0.6%	No
MMP1		9	8	2527	0.3%	No
DAB2IP		29	29	4093	0.7%	No
TECTB		2	2	1085	0.2%	No
PRSS1		14	10	2236	0.4%	Yes
MMP2		17	16	3646	0.4%	No
TRGV2		1	1	1066	<0.1%	No
MMP3		18	18	3825	0.5%	No
PRSS2		1	1	100	1.0%	No
TRGV4		1	1	1066	<0.1%	No
PRSS3		8	8	2981	0.3%	No
MMP7		2	2	1282	0.2%	No
MASP1		20	20	3262	0.6%	No
MMP8		18	18	3993	0.5%	No
RELN		132	124	4395	2.8%	Yes
MMP9		13	13	3437	0.4%	No
MMP10		9	9	3372	0.3%	No
DYNLT2		3	3	1282	0.2%	No
DYNLT3		5	5	3475	0.1%	No
PSAP		1	1	186	0.5%	No
MN1		19	19	3475	0.5%	Yes
MNAT1		6	6	3372	0.2%	No
PSD		28	28	3988	0.7%	No
MNDA		19	17	3731	0.5%	No
PSEN1		9	9	3609	0.2%	No
PSEN2		17	17	3588	0.5%	No
GZMB		2	1	1066	<0.1%	No
GZMA		12	12	3691	0.3%	No
GUCY2D		14	14	3472	0.4%	No
MBTPS2		22	22	3575	0.6%	No
CDC40		15	15	3604	0.4%	No
HOOK1		33	32	3812	0.8%	No
ZMYND10		13	12	3081	0.4%	No
CHST15		13	13	2968	0.4%	No
UBR5		147	141	6788	2.1%	Yes
DPH6		5	5	2925	0.2%	No
PLA1A		14	11	3372	0.3%	No
MMP14		30	30	4041	0.7%	No
HTRA1		13	13	3318	0.4%	No
TEX264		10	10	3688	0.3%	No
MMP15		32	32	3807	0.8%	No
KLK10		3	3	2048	0.1%	No
POP5		9	7	2655	0.3%	No
MMP16		45	44	3804	1.2%	No
ADCK2		11	8	2865	0.3%	No
TCTA		1	1	237	0.4%	No
MMP17		11	11	3825	0.3%	No
PRTN3		3	3	1282	0.2%	No
MMP19		8	8	3628	0.2%	No
DHX57		6	6	2925	0.2%	No
ALDH6A1		6	6	2364	0.3%	No
RSPRY1		3	3	2865	0.1%	No
PSG2		13	13	3102	0.4%	No
PSG3		15	15	3372	0.4%	No
ANAPC1		36	32	3791	0.8%	No
MOG		3	3	1519	0.2%	No
PSG4		15	15	2792	0.5%	No
MOS		13	13	3588	0.4%	No
PSG5		7	6	3146	0.2%	No
CAVIN4		6	6	2865	0.2%	No
MOV10		24	24	4001	0.6%	No
ESAM		9	9	3372	0.3%	No
PSG6		23	23	3774	0.6%	No
H2AC7		8	8	3588	0.2%	No
GORASP1		4	4	2865	0.1%	No
H2AC8		8	8	3372	0.2%	No
H1-6		12	12	3437	0.3%	No
POMP		10	10	3102	0.3%	No
H1-5		11	11	3372	0.3%	Yes
H1-4		16	15	4011	0.4%	Yes
MRPS17		2	2	1066	0.2%	No
H1-3		10	10	3774	0.3%	Yes
H1-2		60	57	7761	0.7%	Yes
SNX7		18	18	3588	0.5%	No
ATRAID		8	8	3609	0.2%	No
GZMM		7	7	3558	0.2%	No
UCHL5		8	8	3588	0.2%	No
GZMK		12	12	3704	0.3%	No
TDGF1		6	6	3372	0.2%	No
CRLF3		8	8	3205	0.2%	No
TDG		12	11	2981	0.4%	No
MNT		10	10	2865	0.3%	No
ANGPT4		32	32	3825	0.8%	No
TDO2		24	23	3386	0.7%	No
MOBP		6	6	3318	0.2%	No
MOCS1		5	5	2234	0.2%	No
PSG1		22	22	3472	0.6%	No
PSG11		22	22	3609	0.6%	No
MPG		14	14	2947	0.5%	No
PSKH1		16	14	3890	0.4%	No
MPI		14	13	3340	0.4%	No
PSMA1		6	6	3372	0.2%	No
CTAGE1		19	19	3825	0.5%	No
MPL		30	30	5709	0.5%	Yes
PSMA2		6	6	3146	0.2%	No
MPO		30	26	3937	0.7%	No
PSMA3		18	18	3925	0.5%	No
MPP1		18	18	3825	0.5%	No
PSMA4		2	2	1883	0.1%	No
MPP2		10	10	3960	0.3%	No
PSMA5		11	11	3618	0.3%	No
H1-1		2	2	2048	<0.1%	No
TMPRSS3		5	5	1342	0.4%	No
H3-3B		15	15	5995	0.3%	Yes
H3-3A		8	8	5758	0.1%	Yes
CSAD		19	19	3504	0.5%	No
ATP6V1D		7	7	2865	0.2%	No
WNT16		11	11	3206	0.3%	No
H2BC3		21	17	3825	0.4%	No
H2BC5		25	25	6831	0.4%	Yes
EIF3L		18	18	3588	0.5%	No
ZNF589		4	4	1592	0.3%	No
H2AZ1		13	13	3372	0.4%	No
NIP7		5	5	3081	0.2%	No
H2AX		2	2	340	0.6%	No
CD200		5	5	2687	0.2%	No
PSG7		13	13	2884	0.5%	No
RWDD1		6	6	1983	0.3%	No
PSG9		10	10	3558	0.3%	No
MRC1		22	22	3658	0.6%	No
PSMB3		2	2	1282	0.2%	No
MRE11		31	31	7148	0.4%	Yes
PSMB4		3	3	2865	0.1%	No
PSMB5		8	8	2865	0.3%	No
ABCC1		39	38	4127	0.9%	No
PSMB6		8	8	3372	0.2%	No
IGFBPL1		4	4	2968	0.1%	No
PSMB7		2	2	917	0.2%	No
PSMB8		8	8	2746	0.3%	No
PYY		2	2	2048	<0.1%	No
HARS1		10	10	3418	0.3%	No
HAL		26	23	3877	0.6%	No
HADH		8	8	2843	0.3%	No
HADHB		14	14	3928	0.4%	No
HADHA		11	8	3102	0.3%	No
AIG1		10	10	3795	0.3%	No
TRPV2		28	28	3825	0.7%	No
HAGH		3	3	1398	0.2%	No
HSD17B10		6	6	3588	0.2%	No
COMMD10		7	7	2865	0.2%	No
CERS6		8	8	3609	0.2%	No
HABP2		7	7	3073	0.2%	No
TRAPPC4		2	2	982	0.2%	No
WDR83OS		6	6	3372	0.2%	No
MPP3		12	12	3372	0.4%	No
PSMA6		8	8	3609	0.2%	No
PSMA7		3	3	2865	0.1%	No
MPST		3	3	1325	0.2%	No
MPV17		3	3	1883	0.2%	No
MPZ		3	3	2285	0.1%	No
NUP35		8	8	3472	0.2%	No
KIF24		31	30	3844	0.8%	No
HBE1		1	1	100	1.0%	No
HBD		2	2	1066	0.2%	No
HBB		3	3	2865	0.1%	No
HBM		3	3	237	1.3%	No
HBA2		6	6	2865	0.2%	No
ZNF568		23	20	3977	0.5%	No
HBA1		2	2	1883	0.1%	No
HAS3		7	7	3795	0.2%	No
HAS2		17	17	3899	0.4%	No
B3GNT8		5	5	3372	0.1%	No
HAS1		14	14	3712	0.4%	No
PSMB10		8	8	2322	0.3%	No
KIFC2		14	14	4071	0.3%	No
CREB3L1		14	14	3825	0.4%	Yes
HCK		12	12	4011	0.3%	No
HCFC1		68	66	4171	1.6%	No
SERPIND1		9	9	4111	0.2%	No
HCCS		5	5	3081	0.2%	No
ZNF488		8	8	3674	0.2%	No
HBQ1		2	2	423	0.5%	No
HBG2		1	1	1066	<0.1%	No
ZNF251		22	22	3825	0.6%	No
HCRT		5	5	1263	0.4%	No
ZSWIM9		2	2	402	0.5%	No
HDGF		2	2	1042	0.2%	No
ZNF773		12	12	3383	0.4%	No
HDC		7	7	1368	0.5%	No
HDAC2		12	12	3372	0.4%	No
HDAC1		27	27	3753	0.7%	Yes
HTT		58	57	4076	1.4%	No
HCRTR2		15	15	3670	0.4%	No
HCRTR1		10	10	3588	0.3%	No
HCLS1		12	11	3774	0.3%	No
NCKAP1L		35	34	4111	0.8%	No
HELLS		16	12	3318	0.4%	No
CFHR1		10	10	3588	0.3%	No
SERPINE3		9	9	3609	0.2%	No
HFE		9	9	3825	0.2%	No
CFH		55	55	3942	1.4%	No
HEXB		10	10	3588	0.3%	No
HEXA		16	15	2930	0.5%	No
IGFL1		2	2	453	0.4%	No
HDLBP		43	41	4088	1.0%	No
HGF		45	45	7405	0.6%	Yes
GEN1		8	8	3367	0.2%	No
HGD		15	15	3825	0.4%	No
CFHR2		9	9	3825	0.2%	No
ACAD9		14	14	3475	0.4%	No
MRPL42		4	4	2965	0.1%	No
C19ORF53		3	3	1810	0.2%	No
HHEX		4	4	2865	0.1%	No
NRG1		34	30	4127	0.7%	Yes
TMEM14A		1	1	1066	<0.1%	No
HGFAC		16	16	3825	0.4%	No
PSTK		4	4	3372	0.1%	No
SPCS1		2	2	1066	0.2%	No
FTHL17		6	6	3318	0.2%	No
MRPS18B		6	6	2390	0.3%	No
C11ORF54		4	4	2965	0.1%	No
AAMDC		4	3	1406	0.2%	No
CSNK1G1		8	8	2350	0.3%	No
CNTN5		38	38	4227	0.9%	No
A4GALT		9	9	3704	0.2%	No
C22ORF34		3	3	1182	0.3%	No
UBE2K		1	1	1066	<0.1%	No
HIP1		26	26	3653	0.7%	Yes
HIF1A		26	22	4192	0.5%	Yes
HIC1		4	3	513	0.6%	No
VPS16		13	12	3688	0.3%	No
NOB1		8	7	2671	0.3%	No
PLA2G2F		7	7	3488	0.2%	No
C4ORF36		6	6	2555	0.2%	No
DBNL		6	6	2086	0.3%	No
HK2		21	21	3421	0.6%	No
MCTS1		3	3	2113	0.1%	No
HK1		15	15	3925	0.4%	No
MAGEH1		8	8	3774	0.2%	No
HIVEP2		58	55	4352	1.3%	No
HIVEP1		68	58	4111	1.4%	No
NTMT1		5	5	2965	0.2%	No
HINT1		1	1	1066	<0.1%	No
BTBD16		9	9	2930	0.3%	No
UBQLNL		7	6	2234	0.3%	No
TMPRSS11E		8	8	3774	0.2%	No
IFT81		21	18	3928	0.5%	No
LRRC37A3		34	33	3774	0.9%	No
FLVCR1		13	11	3825	0.3%	No
TMEM150A		4	4	3372	0.1%	No
REM1		14	14	3825	0.4%	No
UROC1		15	15	3421	0.4%	No
CCDC22		13	13	3616	0.4%	No
KRTAP21-2		3	3	2108	0.1%	No
TMEM176B		6	6	3081	0.2%	No
KRTAP21-1		6	6	3102	0.2%	No
LAMTOR2		8	8	3437	0.2%	No
KRTAP20-2		2	2	1282	0.2%	No
KRTAP20-1		4	4	3102	0.1%	No
KRTAP20-3		4	4	3372	0.1%	No
TRIB2		16	16	3795	0.4%	No
TIMMDC1		17	16	3774	0.4%	No
CYP39A1		15	15	3318	0.5%	No
UBE3B		35	31	4020	0.8%	No
GCNT4		17	17	3709	0.5%	No
ZDHHC3		9	9	3372	0.3%	No
FKBP11		5	4	2792	0.1%	No
FAM13B		32	32	4028	0.8%	No
KCNK9		24	24	3688	0.7%	No
REEP2		1	1	1066	<0.1%	No
FAM53C		8	8	3372	0.2%	No
ARMCX1		29	26	3791	0.7%	No
AP1S3		2	2	1573	0.1%	No
SLC27A6		4	4	1252	0.3%	No
USP50		8	8	3197	0.3%	No
GBGT1		11	11	3925	0.3%	No
SNX24		2	2	1303	0.2%	No
KRTAP19-2		3	3	2865	0.1%	No
GIT1		16	16	3937	0.4%	No
KRTAP6-3		5	5	3102	0.2%	No
BZW2		9	9	3102	0.3%	No
KRTAP6-1		9	9	3437	0.3%	No
SLC6A16		21	13	3691	0.4%	No
KRTAP19-7		3	3	2865	0.1%	No
KRTAP19-6		10	10	3588	0.3%	No
KRTAP19-5		2	2	1033	0.2%	No
KRTAP19-4		4	4	2865	0.1%	No
TMPRSS9		15	15	3318	0.5%	No
OSTM1		5	5	1519	0.3%	No
TLR8		35	34	3712	0.9%	No
DCPS		10	10	3184	0.3%	No
SLC22A17		7	7	3124	0.2%	No
GASK1B		6	6	453	1.3%	No
KRCC1		5	5	2336	0.2%	No
NME8		10	10	3421	0.3%	No
PHF21A		10	8	3197	0.3%	No
PLAC8		7	7	2884	0.2%	No
RSRC1		4	4	1198	0.3%	No
GLT6D1		12	12	2790	0.4%	No
MRPL35		1	1	1066	<0.1%	No
CCDC178		25	25	4011	0.6%	No
IGKV1-16		1	1	1066	<0.1%	No
ANKRD30B		48	39	4011	1.0%	No
KRTAP13-2		3	3	2048	0.1%	No
IGKV1-39		6	6	1799	0.3%	No
IGKV1-37		1	1	1066	<0.1%	No
ATP9B		11	11	2627	0.4%	No
IGKV1-17		2	1	1066	<0.1%	No
IGKV1-27		2	2	1799	0.1%	No
KRTAP23-1		3	3	2865	0.1%	No
KRTAP13-3		7	7	3102	0.2%	No
MEX3C		18	18	3686	0.5%	No
WAC		29	29	3748	0.8%	No
CPSF2		8	8	2601	0.3%	No
AMZ2		14	14	3618	0.4%	No
SPG21		6	6	3318	0.2%	No
PAPLN		16	15	3372	0.4%	No
AHSP		4	4	2865	0.1%	No
ARL6IP4		3	3	2865	0.1%	No
EBF2		20	20	3588	0.6%	No
WDR64		39	35	3928	0.9%	No
MFSD14A		10	9	3674	0.2%	No
ARL9		3	3	2865	0.1%	No
OSR2		26	26	3674	0.7%	No
STK33		16	15	3604	0.4%	No
IGKV1-8		2	2	2048	<0.1%	No
PLEKHA3		4	3	1385	0.2%	No
SPANXD		3	3	2148	0.1%	No
PHACTR4		21	21	3960	0.5%	No
AASDH		22	22	4011	0.5%	No
TMEM42		3	3	1303	0.2%	No
BMERB1		5	5	3102	0.2%	No
IGKV1-12		2	2	2048	<0.1%	No
ZNF771		3	3	216	1.4%	No
